"STATION","NAME","DATE","AWND","PRCP","TAVG","WESD","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21"
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-12","7.83","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-13","14.99","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-14","8.50","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-15","2.24","0.07",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-16","7.38","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-17","2.46","0.03",,,"    1",,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-18","4.92","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-19","4.70","0.75",,,,,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-20","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-21","5.59","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-22","8.28","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-23","11.18","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-24","12.75","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-25","14.99","0.04",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-26","22.37","1.46",,,,,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-27","14.32","0.09",,,,,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-28","11.86","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-29","11.86","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-30","12.30","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-10-31","8.72","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-01","6.71","0.00",,,"    1",,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-02","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-03","3.80","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-04","2.46","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-05","6.49","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-06","3.36","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-07","7.61","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-08","6.71","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-09","4.03","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-10","3.80","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-11","6.04","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-12","3.36","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-13","3.13","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-14","7.38","0.77",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-15","7.61","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-16","10.51","0.00",,,,,"    1",,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-17","12.75","0.00",,,,,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-18","11.18","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-19","9.17","0.00",,,"    1",,,,,,,,,,"    1","    1",,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-20","8.72","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-21","8.50","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-22","9.84","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-23","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-24","4.92","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-25","2.68","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-26","2.24","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-27","2.68","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-28","7.83","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-29","6.93","0.00",,,,,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-11-30","3.58","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-01","5.37","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-02","4.25","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-03","3.80","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-04","2.68","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-05","4.25","0.04",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-06","4.47","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-07","5.82","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-08","3.80","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-09","2.01","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-10","4.47","0.86",,,"    1","    1","    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-11","3.80","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-12","5.37","0.34",,,,,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-13","11.41","0.00",,,"    1",,,,,,,,,,"    1","    1","    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-14","10.29","0.07",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-15","4.03","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-16","2.01","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-17","6.49","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-18","7.16","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-19","2.46","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-20","6.71","0.07",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-21","12.30","0.05",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-22","6.71","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-23","0.67","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-24","3.58","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-25","3.13","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-26","13.20","0.34",,,,,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-27","4.03","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-28","2.24","0.09",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-29","12.30","0.13",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-30","10.07","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2012-12-31","2.24","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-01","3.13","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-02","4.25","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-03","6.93","0.06",,,"    1",,,,,,,,,,"    1","    1","    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-04","8.72","0.10",,,"    1",,,,,,,,,,"    1","    1","    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-05","6.04","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-06","5.37","0.17",,,"    1",,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-07","8.95","0.06",,,"    1",,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-08","6.26","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-09","3.13","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-10","3.80","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-11","3.13","0.00",,,,"    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-12","2.68","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-13","2.46","0.00",,,"    1",,,,,,,,,,"    1",,,,"    1"
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-14","2.68","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-15","2.24","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-16","3.36","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-17","11.41","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-18","15.88","0.01",,,,,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-19","8.72","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-20","6.93","0.08",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-21","4.25","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-22","6.26","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-23","4.92","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-24","5.59","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-25","2.68","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-26","3.36","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-27","5.59","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-28","6.04","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-29","5.14","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-30","9.84","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-01-31","8.95","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-01","3.36","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-02","3.80","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-03","6.04","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-04","1.57","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-05","2.68","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-06","4.47","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-07","5.14","0.03",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-08","8.28","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-09","8.05","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-10","8.05","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-11","6.26","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-12","6.04","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-13","9.62","0.21",,,,,,,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-14","4.70","0.34",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-15","6.04","0.00",,,"    1",,,,,,,,,,"    1","    1","    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-16","7.83","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-17","6.71","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-18","4.25","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-19","5.82","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-20","6.26","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-21","3.80","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-22","6.49","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-23","9.17","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-24","4.92","0.00",,,,,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-25","3.80","0.25",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-26","10.29","0.57",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-27","5.82","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-02-28","9.40","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-01","7.83","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-02","11.41","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-03","8.50","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-04","4.92","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-05","7.61","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-06","13.20","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-07","7.16","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-08","5.59","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-09","8.95","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-10","5.59","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-11","5.59","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-12","8.50","0.03",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-13","7.61","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-14","9.17","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-15","3.80","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-16","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-17","4.47","0.02",,,,"    1",,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-18","6.93","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-19","7.16","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-20","6.93","0.59",,,"    1",,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-21","5.82","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-22","4.92","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-23","6.04","0.18",,,,,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-24","13.20","0.00",,,,,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-25","11.41","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-26","10.51","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-27","6.49","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-28","5.37","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-29","3.36","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-30","4.92","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-03-31","6.93","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-01","9.62","0.00","71",,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-02","8.50","0.00","69",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-03","5.37","0.22","68",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-04","6.04","0.05","71",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-05","9.17","0.19","65",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-06","12.30","0.00","63",,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-07","5.37","0.00","66",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-08","4.47","0.00","68",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-09","5.37","0.00","72",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-10","4.92","0.00","71",,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-11","7.61","0.01","75",,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-12","10.51","0.00","78",,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-13","6.49","0.00","73",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-14","6.93","1.03","69",,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-15","6.04","0.00","74",,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-16","8.50","0.00","74",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-17","6.93","0.00","73",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-18","4.92","0.00","74",,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2013-04-19","7.83","0.04","78",,,,,,,,,,,,,,,,
